Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Rk_stats_passing,Nation_stats_passing,Pos_stats_passing,Comp_stats_passing,Age_stats_passing,Born_stats_passing,90s_stats_passing,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Rk_stats_passing_types,Nation_stats_passing_types,Pos_stats_passing_types,Comp_stats_passing_types,Age_stats_passing_types,Born_stats_passing_types,90s_stats_passing_types,Att_stats_passing_types,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Off,Blocks,Rk_stats_gca,Nation_stats_gca,Pos_stats_gca,Comp_stats_gca,Age_stats_gca,Born_stats_gca,90s_stats_gca,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Rk_stats_defense,Nation_stats_defense,Pos_stats_defense,Comp_stats_defense,Age_stats_defense,Born_stats_defense,90s_stats_defense,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,Rk_stats_possession,Nation_stats_possession,Pos_stats_possession,Comp_stats_possession,Age_stats_possession,Born_stats_possession,90s_stats_possession,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_keeper_adv,Nation_stats_keeper_adv,Pos_stats_keeper_adv,Comp_stats_keeper_adv,Age_stats_keeper_adv,Born_stats_keeper_adv,90s_stats_keeper_adv,GA_stats_keeper_adv,PKA_stats_keeper_adv,FK_stats_keeper_adv,CK_stats_keeper_adv,OG_stats_keeper_adv,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
1730,Yunus Musah,us USA,"MF,FW",Milan,it Serie A,22.0,2002,19,11,1085,12.1,0,2,2,0,0,0,3,0,1.0,1.0,1.4,2.3,37,67,53,0.17,0.19,1730,us USA,"MF,FW",it Serie A,22-080,2002,12.1,0,16,2,12.5,1.33,0.17,0.00,0.00,21.5,0,0,0,1.0,1.0,0.06,-1.0,-1.0,1730,us USA,"MF,FW",it Serie A,22-080,2002,12.1,445,511,87.1,7573,1805,2,1.4,1.1,+0.6,19,47,15,7,67,1730,us USA,"MF,FW",it Serie A,22-080,2002,12.1,511,493,17,4,2,2,22,13,0,0,0,0,445,1,8,1730,us USA,"MF,FW",it Serie A,22-080,2002,12.1,35,2.90,28,0,3,3,1,0,4,0.33,1730,us USA,"MF,FW",it Serie A,22-080,2002,12.1,15,11,8,5,2,9,66.7,3,5,1,4,6,21,6,2,1730,us USA,"MF,FW",it Serie A,22-080,2002,12.1,621,13,89,342,206,23,621,28,16,57.1,9,32.1,409,2894,1472,37,30,8,29,7,475,53,2158,us USA,"MF,FW",it Serie A,22-080,2002,19,1085,57,50.2,12.1,11,82,5,8,23,2,1.74,18,12,+6,+0.50,0.00,16.5,11.5,+5.0,+0.42,1730,us USA,"MF,FW",it Serie A,22-080,2002,12.1,3,0,0,27,11,1,22,6,11,0,0,0,42,5,11,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1731,Jamal Musiala,de GER,MF,Bayern Munich,de Bundesliga,21.0,2003,19,16,1380,15.3,10,2,12,10,0,0,2,0,6.8,6.8,3.6,10.4,60,86,114,0.78,0.68,1731,de GER,MF,de Bundesliga,21-357,2003,15.3,10,54,26,48.1,3.52,1.70,0.19,0.38,15.5,0,0,0,6.8,6.8,0.13,+3.2,+3.2,1731,de GER,MF,de Bundesliga,21-357,2003,15.3,617,746,82.7,8573,2160,2,3.6,4.4,-1.6,33,60,18,0,86,1731,de GER,MF,de Bundesliga,21-357,2003,15.3,746,723,18,2,8,1,5,4,5,0,0,0,617,5,26,1731,de GER,MF,de Bundesliga,21-357,2003,15.3,84,5.48,54,1,16,4,7,2,7,0.46,1731,de GER,MF,de Bundesliga,21-357,2003,15.3,26,16,6,11,9,19,42.1,11,25,0,25,6,32,5,1,1731,de GER,MF,de Bundesliga,21-357,2003,15.3,988,3,74,461,466,112,988,102,53,52.0,41,40.2,608,3366,1890,60,37,27,47,21,814,114,2159,de GER,MF,de Bundesliga,21-357,2003,19,1380,73,69.7,15.3,16,82,8,3,22,0,2.53,41,13,+28,+1.83,-0.87,32.8,9.8,+23.0,+1.50,1731,de GER,MF,de Bundesliga,21-357,2003,15.3,2,0,0,14,47,1,5,6,16,1,0,0,55,4,9,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732,Florent Muslija,xk KVX,"FW,MF",Freiburg,de Bundesliga,26.0,1998,9,0,168,1.9,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.6,5,7,14,0.00,0.30,1732,xk KVX,"FW,MF",de Bundesliga,26-226,1998,1.9,0,3,2,66.7,1.61,1.07,0.00,0.00,20.9,1,0,0,0.3,0.3,0.09,-0.3,-0.3,1732,xk KVX,"FW,MF",de Bundesliga,26-226,1998,1.9,71,98,72.4,1104,287,0,0.3,0.3,-0.3,3,1,2,0,7,1732,xk KVX,"FW,MF",de Bundesliga,26-226,1998,1.9,98,87,11,3,1,0,14,2,6,3,2,0,71,0,1,1732,xk KVX,"FW,MF",de Bundesliga,26-226,1998,1.9,7,3.77,6,1,0,0,0,0,1,0.54,1732,xk KVX,"FW,MF",de Bundesliga,26-226,1998,1.9,5,4,3,1,1,2,100.0,0,0,0,0,1,6,1,0,1732,xk KVX,"FW,MF",de Bundesliga,26-226,1998,1.9,121,3,17,42,62,3,121,7,4,57.1,2,28.6,83,435,191,5,7,2,7,1,86,14,2160,xk KVX,"FW,MF",de Bundesliga,26-226,1998,9,168,19,8.5,1.9,0,,0,9,19,8,1.78,1,3,-2,-1.07,-0.82,1.3,2.6,-1.3,-0.69,1732,xk KVX,"FW,MF",de Bundesliga,26-226,1998,1.9,0,0,0,0,2,0,14,1,4,0,0,0,12,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1733,Almoatasem Al Musrati,ly LBY,MF,Monaco,fr Ligue 1,28.0,1996,2,0,59,0.7,0,1,1,0,0,0,0,0,0.0,0.0,0.3,0.3,0,11,1,1.53,0.46,1733,ly LBY,MF,fr Ligue 1,28-317,1996,0.7,0,1,0,0.0,1.53,0.00,0.00,,28.3,0,0,0,0.0,0.0,0.05,0.0,0.0,1733,ly LBY,MF,fr Ligue 1,28-317,1996,0.7,64,67,95.5,1179,342,1,0.3,0.1,+0.7,2,11,1,0,11,1733,ly LBY,MF,fr Ligue 1,28-317,1996,0.7,67,66,1,1,0,2,0,0,0,0,0,0,64,0,0,1733,ly LBY,MF,fr Ligue 1,28-317,1996,0.7,3,4.58,3,0,0,0,0,0,1,1.53,1733,ly LBY,MF,fr Ligue 1,28-317,1996,0.7,2,1,1,0,1,2,100.0,0,0,0,0,2,4,1,0,1733,ly LBY,MF,fr Ligue 1,28-317,1996,0.7,74,2,10,42,22,1,74,0,0,,0,,47,199,103,0,0,0,1,0,58,1,2161,ly LBY,MF,fr Ligue 1,28-317,1996,2,59,30,3.0,0.7,0,,0,2,30,0,1.50,3,1,+2,+3.05,+2.44,2.9,1.5,+1.3,+2.01,1733,ly LBY,MF,fr Ligue 1,28-317,1996,0.7,0,0,0,1,0,0,0,2,1,0,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1734,Juan Musso,ar ARG,GK,Atalanta,it Serie A,30.0,1994,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,1734,ar ARG,GK,it Serie A,30-287,1994,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,1734,ar ARG,GK,it Serie A,30-287,1994,1.0,17,33,51.5,486,331,0,0.0,0.0,0.0,0,0,0,0,0,1734,ar ARG,GK,it Serie A,30-287,1994,1.0,33,17,16,2,0,0,0,0,0,0,0,0,17,0,0,1734,ar ARG,GK,it Serie A,30-287,1994,1.0,0,0.00,0,0,0,0,0,0,0,0.00,1734,ar ARG,GK,it Serie A,30-287,1994,1.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1734,ar ARG,GK,it Serie A,30-287,1994,1.0,35,30,35,0,0,0,35,0,0,,0,,12,91,48,0,0,0,0,0,10,0,2162,ar ARG,GK,it Serie A,30-287,1994,1,90,90,4.0,1.0,1,90,1,0,,1,3.00,4,0,+4,+4.00,+3.00,1.7,1.5,+0.2,+0.17,1734,ar ARG,GK,it Serie A,30-287,1994,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,100,ar ARG,GK,it Serie A,30-287,1994,1,1,90,1.0,0,0.00,4,4,100.0,1,0,0,1,100.0,0,0,0,0,100,ar ARG,GK,it Serie A,30-287,1994,1.0,0,0,0,0,0,0.7,0.19,+0.7,+0.74,4,20,20.0,19,4,36.8,33.1,15,0,0.0,1,1.00,17.5
1735,Juan Musso,ar ARG,GK,Atlético Madrid,es La Liga,30.0,1994,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,1735,ar ARG,GK,es La Liga,30-287,1994,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,1735,ar ARG,GK,es La Liga,30-287,1994,1.0,23,29,79.3,443,264,0,0.0,0.0,0.0,0,0,0,0,0,1735,ar ARG,GK,es La Liga,30-287,1994,1.0,29,13,15,4,0,1,0,0,0,0,0,0,23,1,0,1735,ar ARG,GK,es La Liga,30-287,1994,1.0,0,0.00,0,0,0,0,0,0,0,0.00,1735,ar ARG,GK,es La Liga,30-287,1994,1.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1735,ar ARG,GK,es La Liga,30-287,1994,1.0,30,29,30,0,0,0,30,0,0,,0,,13,50,34,0,0,0,0,0,9,0,2163,ar ARG,GK,es La Liga,30-287,1994,1,90,90,4.2,1.0,1,90,1,0,,21,3.00,1,0,+1,+1.00,+0.04,1.7,0.3,+1.4,+1.44,1735,ar ARG,GK,es La Liga,30-287,1994,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,101,ar ARG,GK,es La Liga,30-287,1994,1,1,90,1.0,0,0.00,1,1,100.0,1,0,0,1,100.0,0,0,0,0,101,ar ARG,GK,es La Liga,30-287,1994,1.0,0,0,0,0,0,0.1,0.08,+0.1,+0.08,0,5,0.0,17,5,17.6,26.6,10,1,10.0,0,0.00,13.5
1736,Kingstone Mutandwa,zm ZAM,"MF,FW",Cagliari,it Serie A,22.0,2003,3,0,50,0.6,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0,0,1,0.00,0.55,1736,zm ZAM,"MF,FW",it Serie A,22-043,2003,0.6,0,3,0,0.0,5.40,0.00,0.00,,19.2,0,0,0,0.3,0.3,0.10,-0.3,-0.3,1736,zm ZAM,"MF,FW",it Serie A,22-043,2003,0.6,11,15,73.3,133,6,0,0.0,0.0,0.0,0,0,0,0,0,1736,zm ZAM,"MF,FW",it Serie A,22-043,2003,0.6,15,13,2,0,0,0,1,0,0,0,0,0,11,0,0,1736,zm ZAM,"MF,FW",it Serie A,22-043,2003,0.6,0,0.00,0,0,0,0,0,0,0,0.00,1736,zm ZAM,"MF,FW",it Serie A,22-043,2003,0.6,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1736,zm ZAM,"MF,FW",it Serie A,22-043,2003,0.6,21,0,3,8,10,1,21,1,0,0.0,1,100.0,12,105,17,0,0,0,2,0,15,1,2164,zm ZAM,"MF,FW",it Serie A,22-043,2003,3,50,17,2.2,0.6,0,,0,3,17,19,0.33,1,3,-2,-3.60,-3.15,1.4,1.7,-0.3,-0.53,1736,zm ZAM,"MF,FW",it Serie A,22-043,2003,0.6,0,0,0,2,0,0,1,0,0,0,0,0,4,1,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1737,Junior Mwanga,fr FRA,MF,Le Havre,fr Ligue 1,21.0,2003,2,2,174,1.9,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,3,7,1,0.00,0.20,1737,fr FRA,MF,fr Ligue 1,21-282,2003,1.9,0,2,0,0.0,1.03,0.00,0.00,,8.4,0,0,0,0.3,0.3,0.16,-0.3,-0.3,1737,fr FRA,MF,fr Ligue 1,21-282,2003,1.9,48,58,82.8,920,342,0,0.1,0.0,-0.1,1,8,0,0,7,1737,fr FRA,MF,fr Ligue 1,21-282,2003,1.9,58,57,1,1,0,1,0,0,0,0,0,0,48,0,0,1737,fr FRA,MF,fr Ligue 1,21-282,2003,1.9,4,2.07,3,0,0,1,0,0,1,0.52,1737,fr FRA,MF,fr Ligue 1,21-282,2003,1.9,4,2,1,2,1,1,100.0,0,4,0,4,3,7,6,1,1737,fr FRA,MF,fr Ligue 1,21-282,2003,1.9,81,7,30,44,8,3,81,3,1,33.3,2,66.7,39,219,121,3,0,0,1,4,46,1,2165,fr FRA,MF,fr Ligue 1,21-282,2003,2,174,87,8.8,1.9,2,87,1,0,,0,1.50,3,3,0,0.00,+1.15,2.5,2.5,-0.1,-0.04,1737,fr FRA,MF,fr Ligue 1,21-282,2003,1.9,1,0,0,3,1,0,0,3,2,0,0,0,10,1,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738,Junior Mwanga,fr FRA,MF,Strasbourg,fr Ligue 1,21.0,2003,8,2,296,3.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,10,2,0.00,0.01,1738,fr FRA,MF,fr Ligue 1,21-282,2003,3.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,1738,fr FRA,MF,fr Ligue 1,21-282,2003,3.3,133,147,90.5,2097,556,0,0.0,0.1,0.0,1,11,0,0,10,1738,fr FRA,MF,fr Ligue 1,21-282,2003,3.3,147,144,3,3,0,1,0,0,0,0,0,0,133,0,1,1738,fr FRA,MF,fr Ligue 1,21-282,2003,3.3,2,0.61,2,0,0,0,0,0,0,0.00,1738,fr FRA,MF,fr Ligue 1,21-282,2003,3.3,17,9,9,7,1,9,55.6,4,2,0,2,2,19,2,0,1738,fr FRA,MF,fr Ligue 1,21-282,2003,3.3,177,6,55,113,13,1,177,6,2,33.3,4,66.7,98,428,138,2,2,0,5,6,119,2,2166,fr FRA,MF,fr Ligue 1,21-282,2003,8,296,37,14.9,3.3,2,82,1,6,22,9,1.50,3,7,-4,-1.22,-1.59,3.2,7.5,-4.3,-1.32,1738,fr FRA,MF,fr Ligue 1,21-282,2003,3.3,0,0,0,6,1,0,0,2,9,0,0,0,16,2,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739,Phillipp Mwene,at AUT,DF,Mainz 05,de Bundesliga,31.0,1994,22,22,1895,21.1,0,4,4,0,0,0,4,0,1.1,1.1,1.6,2.7,48,69,104,0.19,0.13,1739,at AUT,DF,de Bundesliga,31-019,1994,21.1,0,16,3,18.8,0.76,0.14,0.00,0.00,17.4,0,0,0,1.1,1.1,0.07,-1.1,-1.1,1739,at AUT,DF,de Bundesliga,31-019,1994,21.1,686,917,74.8,11632,3991,4,1.6,3.0,+2.4,17,47,27,14,69,1739,at AUT,DF,de Bundesliga,31-019,1994,21.1,917,744,166,9,2,2,60,145,12,5,1,3,686,7,28,1739,at AUT,DF,de Bundesliga,31-019,1994,21.1,53,2.52,44,6,0,1,1,1,9,0.43,1739,at AUT,DF,de Bundesliga,31-019,1994,21.1,35,21,14,16,5,31,35.5,20,24,6,18,20,55,40,0,1739,at AUT,DF,de Bundesliga,31-019,1994,21.1,1138,52,272,462,415,38,1138,43,19,44.2,21,48.8,557,3224,1531,48,38,10,37,21,662,104,2167,at AUT,DF,de Bundesliga,31-019,1994,22,1895,86,95.7,21.1,22,86,15,0,,0,1.59,35,24,+11,+0.52,+2.64,30.2,29.1,+1.2,+0.06,1739,at AUT,DF,de Bundesliga,31-019,1994,21.1,4,0,0,12,14,3,60,20,21,0,0,0,77,10,19,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740,Vitaliy Mykolenko,ua UKR,DF,Everton,eng Premier League,25.0,1999,23,23,2002,22.2,0,0,0,0,0,0,2,0,0.4,0.4,1.2,1.6,22,80,53,0.00,0.07,1740,ua UKR,DF,eng Premier League,25-264,1999,22.2,0,11,0,0.0,0.49,0.00,0.00,,20.9,0,0,0,0.4,0.4,0.04,-0.4,-0.4,1740,ua UKR,DF,eng Premier League,25-264,1999,22.2,620,845,73.4,10314,4183,0,1.2,1.2,-1.2,14,68,21,12,80,1740,ua UKR,DF,eng Premier League,25-264,1999,22.2,845,657,185,11,1,1,57,174,0,0,0,0,620,3,17,1740,ua UKR,DF,eng Premier League,25-264,1999,22.2,25,1.12,24,0,0,1,0,0,2,0.09,1740,ua UKR,DF,eng Premier League,25-264,1999,22.2,41,24,25,10,6,38,55.3,17,15,7,8,27,68,97,1,1740,ua UKR,DF,eng Premier League,25-264,1999,22.2,1076,84,353,462,268,17,1076,15,5,33.3,7,46.7,422,1681,940,22,14,0,13,7,529,53,2168,ua UKR,DF,eng Premier League,25-264,1999,23,2002,87,89.0,22.2,23,87,21,0,,0,1.22,24,27,-3,-0.13,+0.23,23.2,27.7,-4.5,-0.20,1740,ua UKR,DF,eng Premier League,25-264,1999,22.2,2,0,0,17,20,1,57,27,24,0,1,0,57,33,27,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1741,Joakim Mæhle,dk DEN,DF,Wolfsburg,de Bundesliga,27.0,1997,16,14,1196,13.3,3,3,6,3,0,0,5,0,1.6,1.6,1.4,3.1,28,44,71,0.45,0.23,1741,dk DEN,DF,de Bundesliga,27-273,1997,13.3,3,10,5,50.0,0.75,0.38,0.30,0.60,14.9,0,0,0,1.6,1.6,0.16,+1.4,+1.4,1741,dk DEN,DF,de Bundesliga,27-273,1997,13.3,520,634,82.0,8058,2486,3,1.4,1.5,+1.6,10,29,8,1,44,1741,dk DEN,DF,de Bundesliga,27-273,1997,13.3,634,527,106,9,1,1,12,96,1,0,0,0,520,1,14,1741,dk DEN,DF,de Bundesliga,27-273,1997,13.3,21,1.58,17,1,1,1,1,0,6,0.45,1741,dk DEN,DF,de Bundesliga,27-273,1997,13.3,20,7,16,4,0,23,39.1,14,17,3,14,15,35,31,1,1741,dk DEN,DF,de Bundesliga,27-273,1997,13.3,783,35,232,350,208,28,783,32,11,34.4,21,65.6,411,2158,1096,28,18,5,20,2,438,71,2169,dk DEN,DF,de Bundesliga,27-273,1997,16,1196,75,60.4,13.3,14,84,11,2,7,0,1.63,27,18,+9,+0.68,+0.68,18.7,18.1,+0.6,+0.04,1741,dk DEN,DF,de Bundesliga,27-273,1997,13.3,5,0,0,7,11,0,12,15,7,0,0,0,65,10,9,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742,Obite N'Dicka,ci CIV,DF,Roma,it Serie A,25.0,1999,25,25,2250,25.0,0,1,1,0,0,0,2,0,0.7,0.7,0.7,1.4,18,68,5,0.04,0.06,1742,ci CIV,DF,it Serie A,25-181,1999,25.0,0,11,4,36.4,0.44,0.16,0.00,0.00,11.4,0,0,0,0.7,0.7,0.07,-0.7,-0.7,1742,ci CIV,DF,it Serie A,25-181,1999,25.0,1568,1694,92.6,28613,9456,1,0.7,0.3,+0.3,6,79,3,0,68,1742,ci CIV,DF,it Serie A,25-181,1999,25.0,1694,1602,89,38,0,3,0,5,0,0,0,0,1568,3,6,1742,ci CIV,DF,it Serie A,25-181,1999,25.0,22,0.88,20,0,0,2,0,0,2,0.08,1742,ci CIV,DF,it Serie A,25-181,1999,25.0,22,16,11,11,0,13,69.2,4,32,24,8,28,50,102,1,1742,ci CIV,DF,it Serie A,25-181,1999,25.0,1921,261,924,946,60,17,1921,3,0,0.0,2,66.7,1168,6113,2910,18,13,0,11,3,1368,5,2170,ci CIV,DF,it Serie A,25-181,1999,25,2250,90,100.0,25.0,25,90,25,0,,0,1.48,36,29,+7,+0.28,,35.5,29.0,+6.4,+0.26,1742,ci CIV,DF,it Serie A,25-181,1999,25.0,2,0,0,24,16,1,0,28,16,0,0,0,99,43,36,54.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1743,Konan N'dri,ci CIV,"FW,MF",Lecce,it Serie A,24.0,2000,2,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.43,1743,ci CIV,"FW,MF",it Serie A,24-113,2000,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,1743,ci CIV,"FW,MF",it Serie A,24-113,2000,0.0,4,5,80.0,39,8,0,0.0,0.0,0.0,1,0,0,0,1,1743,ci CIV,"FW,MF",it Serie A,24-113,2000,0.0,5,5,0,0,0,0,1,0,0,0,0,0,4,0,0,1743,ci CIV,"FW,MF",it Serie A,24-113,2000,0.0,1,22.50,1,0,0,0,0,0,0,0.00,1743,ci CIV,"FW,MF",it Serie A,24-113,2000,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1743,ci CIV,"FW,MF",it Serie A,24-113,2000,0.0,6,0,0,1,5,0,6,1,0,0.0,1,100.0,3,18,0,0,0,0,0,0,3,0,2171,ci CIV,"FW,MF",it Serie A,24-113,2000,2,4,2,0.2,0.0,0,,0,2,2,0,1.00,0,0,0,0.00,+0.92,0.1,0.1,0.0,-0.15,1743,ci CIV,"FW,MF",it Serie A,24-113,2000,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744,Loïc N'Gatta,fr FRA,DF,Auxerre,fr Ligue 1,21.0,2003,2,0,13,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,1,0,0.00,0.00,1744,fr FRA,DF,fr Ligue 1,21-068,2003,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,1744,fr FRA,DF,fr Ligue 1,21-068,2003,0.1,13,15,86.7,199,64,0,0.0,0.0,0.0,0,3,0,0,1,1744,fr FRA,DF,fr Ligue 1,21-068,2003,0.1,15,12,3,0,0,0,1,3,0,0,0,0,13,0,1,1744,fr FRA,DF,fr Ligue 1,21-068,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,1744,fr FRA,DF,fr Ligue 1,21-068,2003,0.1,1,1,0,1,0,2,50.0,1,1,0,1,0,1,1,0,1744,fr FRA,DF,fr Ligue 1,21-068,2003,0.1,19,2,3,13,3,0,19,0,0,,0,,12,101,60,2,0,0,1,2,13,0,2172,fr FRA,DF,fr Ligue 1,21-068,2003,2,13,7,0.7,0.1,0,,0,2,7,3,0.50,0,0,0,0.00,+0.27,0.0,0.3,-0.2,-1.59,1744,fr FRA,DF,fr Ligue 1,21-068,2003,0.1,1,0,0,1,0,0,1,0,1,0,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745,Nathan N'Goumou,fr FRA,FW,Gladbach,de Bundesliga,24.0,2000,13,5,532,5.9,1,1,2,1,0,0,0,0,1.4,1.4,1.2,2.6,21,6,57,0.34,0.45,1745,fr FRA,FW,de Bundesliga,24-340,2000,5.9,1,18,10,55.6,3.05,1.69,0.06,0.10,16.5,0,0,0,1.4,1.4,0.08,-0.4,-0.4,1745,fr FRA,FW,de Bundesliga,24-340,2000,5.9,125,170,73.5,1585,288,1,1.2,1.0,-0.2,4,7,3,2,6,1745,fr FRA,FW,de Bundesliga,24-340,2000,5.9,170,160,9,0,1,0,12,8,0,0,0,0,125,1,6,1745,fr FRA,FW,de Bundesliga,24-340,2000,5.9,16,2.71,11,0,2,2,1,0,3,0.51,1745,fr FRA,FW,de Bundesliga,24-340,2000,5.9,11,8,7,2,2,8,50.0,4,7,2,5,4,15,10,0,1745,fr FRA,FW,de Bundesliga,24-340,2000,5.9,253,10,45,78,134,38,253,19,5,26.3,8,42.1,145,982,590,21,11,11,7,6,160,57,2173,fr FRA,FW,de Bundesliga,24-340,2000,13,532,41,26.9,5.9,5,76,0,8,19,1,1.62,5,8,-3,-0.51,-0.88,8.3,10.6,-2.4,-0.40,1745,fr FRA,FW,de Bundesliga,24-340,2000,5.9,0,0,0,4,9,7,12,4,8,1,0,0,16,5,7,41.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
